filename,dialect,podcast,path,hasSpeech,gender,length
uae_2_287,Emarati,uae_2,Emarati\uae_2\uae_2_287.wav,True,female,5
uae_2_288,Emarati,uae_2,Emarati\uae_2\uae_2_288.wav,True,female,5
uae_2_289,Emarati,uae_2,Emarati\uae_2\uae_2_289.wav,True,female,5
uae_2_29,Emarati,uae_2,Emarati\uae_2\uae_2_29.wav,True,female,5
uae_2_290,Emarati,uae_2,Emarati\uae_2\uae_2_290.wav,True,female,5
uae_2_291,Emarati,uae_2,Emarati\uae_2\uae_2_291.wav,True,female,5
uae_2_292,Emarati,uae_2,Emarati\uae_2\uae_2_292.wav,True,female,5
uae_2_294,Emarati,uae_2,Emarati\uae_2\uae_2_294.wav,True,female,5
uae_2_295,Emarati,uae_2,Emarati\uae_2\uae_2_295.wav,True,female,5
uae_2_296,Emarati,uae_2,Emarati\uae_2\uae_2_296.wav,True,female,5
uae_2_297,Emarati,uae_2,Emarati\uae_2\uae_2_297.wav,True,female,5
uae_2_298,Emarati,uae_2,Emarati\uae_2\uae_2_298.wav,True,female,5
uae_2_3,Emarati,uae_2,Emarati\uae_2\uae_2_3.wav,True,female,5
uae_2_30,Emarati,uae_2,Emarati\uae_2\uae_2_30.wav,True,female,5
uae_2_302,Emarati,uae_2,Emarati\uae_2\uae_2_302.wav,True,male,5
uae_2_303,Emarati,uae_2,Emarati\uae_2\uae_2_303.wav,True,male,5
uae_2_304,Emarati,uae_2,Emarati\uae_2\uae_2_304.wav,True,male,5
uae_2_305,Emarati,uae_2,Emarati\uae_2\uae_2_305.wav,True,male,5
uae_2_306,Emarati,uae_2,Emarati\uae_2\uae_2_306.wav,True,male,5
uae_2_307,Emarati,uae_2,Emarati\uae_2\uae_2_307.wav,True,male,5
uae_2_309,Emarati,uae_2,Emarati\uae_2\uae_2_309.wav,True,female,5
uae_2_31,Emarati,uae_2,Emarati\uae_2\uae_2_31.wav,True,female,5
uae_2_310,Emarati,uae_2,Emarati\uae_2\uae_2_310.wav,True,female,5
uae_2_311,Emarati,uae_2,Emarati\uae_2\uae_2_311.wav,True,female,5
uae_2_312,Emarati,uae_2,Emarati\uae_2\uae_2_312.wav,True,female,5
uae_2_313,Emarati,uae_2,Emarati\uae_2\uae_2_313.wav,True,female,5
uae_2_314,Emarati,uae_2,Emarati\uae_2\uae_2_314.wav,True,female,5
uae_2_315,Emarati,uae_2,Emarati\uae_2\uae_2_315.wav,True,female,5
uae_2_316,Emarati,uae_2,Emarati\uae_2\uae_2_316.wav,True,female,5
uae_2_317,Emarati,uae_2,Emarati\uae_2\uae_2_317.wav,True,female,5
uae_2_318,Emarati,uae_2,Emarati\uae_2\uae_2_318.wav,True,female,5
uae_2_319,Emarati,uae_2,Emarati\uae_2\uae_2_319.wav,True,female,5
uae_2_32,Emarati,uae_2,Emarati\uae_2\uae_2_32.wav,True,female,5
uae_2_320,Emarati,uae_2,Emarati\uae_2\uae_2_320.wav,True,female,5
uae_2_321,Emarati,uae_2,Emarati\uae_2\uae_2_321.wav,True,female,5
uae_2_323,Emarati,uae_2,Emarati\uae_2\uae_2_323.wav,True,male,5
uae_2_327,Emarati,uae_2,Emarati\uae_2\uae_2_327.wav,True,female,5
uae_2_328,Emarati,uae_2,Emarati\uae_2\uae_2_328.wav,True,female,5
uae_2_329,Emarati,uae_2,Emarati\uae_2\uae_2_329.wav,True,female,5
uae_2_33,Emarati,uae_2,Emarati\uae_2\uae_2_33.wav,True,female,5
uae_2_331,Emarati,uae_2,Emarati\uae_2\uae_2_331.wav,True,male,5
uae_2_332,Emarati,uae_2,Emarati\uae_2\uae_2_332.wav,True,male,5
uae_2_333,Emarati,uae_2,Emarati\uae_2\uae_2_333.wav,True,male,5
uae_2_334,Emarati,uae_2,Emarati\uae_2\uae_2_334.wav,True,male,5
uae_2_335,Emarati,uae_2,Emarati\uae_2\uae_2_335.wav,True,female,5
uae_2_336,Emarati,uae_2,Emarati\uae_2\uae_2_336.wav,True,female,5
uae_2_337,Emarati,uae_2,Emarati\uae_2\uae_2_337.wav,True,female,5
uae_2_338,Emarati,uae_2,Emarati\uae_2\uae_2_338.wav,True,female,5
uae_2_339,Emarati,uae_2,Emarati\uae_2\uae_2_339.wav,True,female,5
uae_2_34,Emarati,uae_2,Emarati\uae_2\uae_2_34.wav,True,female,5
uae_2_340,Emarati,uae_2,Emarati\uae_2\uae_2_340.wav,True,female,5
uae_2_341,Emarati,uae_2,Emarati\uae_2\uae_2_341.wav,True,female,5
uae_2_342,Emarati,uae_2,Emarati\uae_2\uae_2_342.wav,True,female,5
uae_2_343,Emarati,uae_2,Emarati\uae_2\uae_2_343.wav,True,female,5
uae_2_344,Emarati,uae_2,Emarati\uae_2\uae_2_344.wav,True,female,5
uae_2_345,Emarati,uae_2,Emarati\uae_2\uae_2_345.wav,True,female,5
uae_2_346,Emarati,uae_2,Emarati\uae_2\uae_2_346.wav,True,female,5
uae_2_347,Emarati,uae_2,Emarati\uae_2\uae_2_347.wav,True,male,5
uae_2_348,Emarati,uae_2,Emarati\uae_2\uae_2_348.wav,True,male,5
uae_2_349,Emarati,uae_2,Emarati\uae_2\uae_2_349.wav,True,male,5
uae_2_35,Emarati,uae_2,Emarati\uae_2\uae_2_35.wav,True,female,5
uae_2_351,Emarati,uae_2,Emarati\uae_2\uae_2_351.wav,True,female,5
uae_2_352,Emarati,uae_2,Emarati\uae_2\uae_2_352.wav,True,female,5
uae_2_353,Emarati,uae_2,Emarati\uae_2\uae_2_353.wav,True,female,5
uae_2_354,Emarati,uae_2,Emarati\uae_2\uae_2_354.wav,True,female,5
uae_2_355,Emarati,uae_2,Emarati\uae_2\uae_2_355.wav,True,female,5
uae_2_356,Emarati,uae_2,Emarati\uae_2\uae_2_356.wav,True,female,5
uae_2_357,Emarati,uae_2,Emarati\uae_2\uae_2_357.wav,True,female,5
uae_2_36,Emarati,uae_2,Emarati\uae_2\uae_2_36.wav,True,female,5
uae_2_37,Emarati,uae_2,Emarati\uae_2\uae_2_37.wav,True,female,5
uae_2_38,Emarati,uae_2,Emarati\uae_2\uae_2_38.wav,True,female,5
uae_2_39,Emarati,uae_2,Emarati\uae_2\uae_2_39.wav,True,female,5
uae_2_4,Emarati,uae_2,Emarati\uae_2\uae_2_4.wav,True,female,5
uae_2_40,Emarati,uae_2,Emarati\uae_2\uae_2_40.wav,True,female,5
uae_2_41,Emarati,uae_2,Emarati\uae_2\uae_2_41.wav,True,female,5
uae_2_42,Emarati,uae_2,Emarati\uae_2\uae_2_42.wav,True,female,5
uae_2_43,Emarati,uae_2,Emarati\uae_2\uae_2_43.wav,True,male,5
uae_2_44,Emarati,uae_2,Emarati\uae_2\uae_2_44.wav,True,male,5
uae_2_45,Emarati,uae_2,Emarati\uae_2\uae_2_45.wav,True,male,5
uae_2_47,Emarati,uae_2,Emarati\uae_2\uae_2_47.wav,True,female,5
uae_2_48,Emarati,uae_2,Emarati\uae_2\uae_2_48.wav,True,female,5
uae_2_49,Emarati,uae_2,Emarati\uae_2\uae_2_49.wav,True,female,5
uae_2_5,Emarati,uae_2,Emarati\uae_2\uae_2_5.wav,True,female,5
uae_2_50,Emarati,uae_2,Emarati\uae_2\uae_2_50.wav,True,female,5
uae_2_51,Emarati,uae_2,Emarati\uae_2\uae_2_51.wav,True,female,5
uae_2_52,Emarati,uae_2,Emarati\uae_2\uae_2_52.wav,True,female,5
uae_2_53,Emarati,uae_2,Emarati\uae_2\uae_2_53.wav,True,female,5
uae_2_54,Emarati,uae_2,Emarati\uae_2\uae_2_54.wav,True,female,5
uae_2_56,Emarati,uae_2,Emarati\uae_2\uae_2_56.wav,True,female,5
uae_2_57,Emarati,uae_2,Emarati\uae_2\uae_2_57.wav,True,female,5
uae_2_58,Emarati,uae_2,Emarati\uae_2\uae_2_58.wav,True,female,5
uae_2_59,Emarati,uae_2,Emarati\uae_2\uae_2_59.wav,True,female,5
uae_2_6,Emarati,uae_2,Emarati\uae_2\uae_2_6.wav,True,female,5
uae_2_60,Emarati,uae_2,Emarati\uae_2\uae_2_60.wav,True,female,5
uae_2_61,Emarati,uae_2,Emarati\uae_2\uae_2_61.wav,True,female,5
uae_2_62,Emarati,uae_2,Emarati\uae_2\uae_2_62.wav,True,female,5
uae_2_63,Emarati,uae_2,Emarati\uae_2\uae_2_63.wav,True,female,5
uae_2_64,Emarati,uae_2,Emarati\uae_2\uae_2_64.wav,True,female,5
uae_2_65,Emarati,uae_2,Emarati\uae_2\uae_2_65.wav,True,female,5
uae_2_66,Emarati,uae_2,Emarati\uae_2\uae_2_66.wav,True,female,5
uae_2_67,Emarati,uae_2,Emarati\uae_2\uae_2_67.wav,True,female,5
uae_2_68,Emarati,uae_2,Emarati\uae_2\uae_2_68.wav,True,female,5
uae_2_69,Emarati,uae_2,Emarati\uae_2\uae_2_69.wav,True,female,5
uae_2_7,Emarati,uae_2,Emarati\uae_2\uae_2_7.wav,True,female,5
uae_2_70,Emarati,uae_2,Emarati\uae_2\uae_2_70.wav,True,female,5
uae_2_72,Emarati,uae_2,Emarati\uae_2\uae_2_72.wav,True,male,5
uae_2_73,Emarati,uae_2,Emarati\uae_2\uae_2_73.wav,True,male,5
uae_2_74,Emarati,uae_2,Emarati\uae_2\uae_2_74.wav,True,male,5
uae_2_75,Emarati,uae_2,Emarati\uae_2\uae_2_75.wav,True,male,5
uae_2_77,Emarati,uae_2,Emarati\uae_2\uae_2_77.wav,True,female,5
uae_2_78,Emarati,uae_2,Emarati\uae_2\uae_2_78.wav,True,female,5
uae_2_79,Emarati,uae_2,Emarati\uae_2\uae_2_79.wav,True,female,5
uae_2_8,Emarati,uae_2,Emarati\uae_2\uae_2_8.wav,True,female,5
uae_2_80,Emarati,uae_2,Emarati\uae_2\uae_2_80.wav,True,female,5
uae_2_81,Emarati,uae_2,Emarati\uae_2\uae_2_81.wav,True,female,5
uae_2_82,Emarati,uae_2,Emarati\uae_2\uae_2_82.wav,True,female,5
uae_2_83,Emarati,uae_2,Emarati\uae_2\uae_2_83.wav,True,female,5
uae_2_84,Emarati,uae_2,Emarati\uae_2\uae_2_84.wav,True,female,5
uae_2_85,Emarati,uae_2,Emarati\uae_2\uae_2_85.wav,True,female,5
uae_2_86,Emarati,uae_2,Emarati\uae_2\uae_2_86.wav,True,female,5
uae_2_87,Emarati,uae_2,Emarati\uae_2\uae_2_87.wav,True,female,5
uae_2_88,Emarati,uae_2,Emarati\uae_2\uae_2_88.wav,True,female,5
uae_2_89,Emarati,uae_2,Emarati\uae_2\uae_2_89.wav,True,female,5
uae_2_9,Emarati,uae_2,Emarati\uae_2\uae_2_9.wav,True,female,5
uae_2_91,Emarati,uae_2,Emarati\uae_2\uae_2_91.wav,True,male,5
uae_2_92,Emarati,uae_2,Emarati\uae_2\uae_2_92.wav,True,male,5
uae_2_94,Emarati,uae_2,Emarati\uae_2\uae_2_94.wav,True,female,5
uae_2_95,Emarati,uae_2,Emarati\uae_2\uae_2_95.wav,True,female,5
uae_2_96,Emarati,uae_2,Emarati\uae_2\uae_2_96.wav,True,female,5
uae_2_97,Emarati,uae_2,Emarati\uae_2\uae_2_97.wav,True,female,5
uae_2_98,Emarati,uae_2,Emarati\uae_2\uae_2_98.wav,True,female,5
uae_2_99,Emarati,uae_2,Emarati\uae_2\uae_2_99.wav,True,female,5
uae_3_1,Emarati,uae_3,Emarati\uae_3\uae_3_1.wav,True,male,5
uae_3_10,Emarati,uae_3,Emarati\uae_3\uae_3_10.wav,True,male,5
uae_3_100,Emarati,uae_3,Emarati\uae_3\uae_3_100.wav,True,male,5
uae_3_101,Emarati,uae_3,Emarati\uae_3\uae_3_101.wav,True,male,5
uae_3_102,Emarati,uae_3,Emarati\uae_3\uae_3_102.wav,True,male,5
uae_3_103,Emarati,uae_3,Emarati\uae_3\uae_3_103.wav,True,male,5
uae_3_104,Emarati,uae_3,Emarati\uae_3\uae_3_104.wav,True,male,5
uae_3_105,Emarati,uae_3,Emarati\uae_3\uae_3_105.wav,True,male,5
uae_3_106,Emarati,uae_3,Emarati\uae_3\uae_3_106.wav,True,male,5
uae_3_107,Emarati,uae_3,Emarati\uae_3\uae_3_107.wav,True,male,5
uae_3_108,Emarati,uae_3,Emarati\uae_3\uae_3_108.wav,True,male,5
uae_3_109,Emarati,uae_3,Emarati\uae_3\uae_3_109.wav,True,male,5
uae_3_11,Emarati,uae_3,Emarati\uae_3\uae_3_11.wav,True,male,5
uae_3_110,Emarati,uae_3,Emarati\uae_3\uae_3_110.wav,True,male,5
uae_3_111,Emarati,uae_3,Emarati\uae_3\uae_3_111.wav,True,male,5
uae_3_112,Emarati,uae_3,Emarati\uae_3\uae_3_112.wav,True,male,5
uae_3_113,Emarati,uae_3,Emarati\uae_3\uae_3_113.wav,True,male,5
uae_3_114,Emarati,uae_3,Emarati\uae_3\uae_3_114.wav,True,male,5
uae_3_115,Emarati,uae_3,Emarati\uae_3\uae_3_115.wav,True,male,5
uae_3_116,Emarati,uae_3,Emarati\uae_3\uae_3_116.wav,True,male,5
uae_3_117,Emarati,uae_3,Emarati\uae_3\uae_3_117.wav,True,male,5
uae_3_118,Emarati,uae_3,Emarati\uae_3\uae_3_118.wav,True,male,5
uae_3_119,Emarati,uae_3,Emarati\uae_3\uae_3_119.wav,True,male,5
uae_3_12,Emarati,uae_3,Emarati\uae_3\uae_3_12.wav,True,male,5
uae_3_120,Emarati,uae_3,Emarati\uae_3\uae_3_120.wav,True,male,5
uae_3_121,Emarati,uae_3,Emarati\uae_3\uae_3_121.wav,True,male,5
uae_3_122,Emarati,uae_3,Emarati\uae_3\uae_3_122.wav,True,male,5
uae_3_123,Emarati,uae_3,Emarati\uae_3\uae_3_123.wav,True,male,5
uae_3_124,Emarati,uae_3,Emarati\uae_3\uae_3_124.wav,True,male,5
uae_3_125,Emarati,uae_3,Emarati\uae_3\uae_3_125.wav,True,male,5
uae_3_126,Emarati,uae_3,Emarati\uae_3\uae_3_126.wav,True,male,5
uae_3_127,Emarati,uae_3,Emarati\uae_3\uae_3_127.wav,True,male,5
uae_3_128,Emarati,uae_3,Emarati\uae_3\uae_3_128.wav,True,male,5
uae_3_129,Emarati,uae_3,Emarati\uae_3\uae_3_129.wav,True,male,5
uae_3_13,Emarati,uae_3,Emarati\uae_3\uae_3_13.wav,True,male,5
uae_3_130,Emarati,uae_3,Emarati\uae_3\uae_3_130.wav,True,male,5
uae_3_131,Emarati,uae_3,Emarati\uae_3\uae_3_131.wav,True,male,5
uae_3_132,Emarati,uae_3,Emarati\uae_3\uae_3_132.wav,True,male,5
uae_3_133,Emarati,uae_3,Emarati\uae_3\uae_3_133.wav,True,male,5
uae_3_134,Emarati,uae_3,Emarati\uae_3\uae_3_134.wav,True,male,5
uae_3_135,Emarati,uae_3,Emarati\uae_3\uae_3_135.wav,True,male,5
uae_3_136,Emarati,uae_3,Emarati\uae_3\uae_3_136.wav,True,male,5
uae_3_137,Emarati,uae_3,Emarati\uae_3\uae_3_137.wav,True,male,5
uae_3_138,Emarati,uae_3,Emarati\uae_3\uae_3_138.wav,True,male,5
uae_3_139,Emarati,uae_3,Emarati\uae_3\uae_3_139.wav,True,male,5
uae_3_14,Emarati,uae_3,Emarati\uae_3\uae_3_14.wav,True,male,5
uae_3_140,Emarati,uae_3,Emarati\uae_3\uae_3_140.wav,True,male,5
uae_3_141,Emarati,uae_3,Emarati\uae_3\uae_3_141.wav,True,male,5
uae_3_142,Emarati,uae_3,Emarati\uae_3\uae_3_142.wav,True,male,5
uae_3_143,Emarati,uae_3,Emarati\uae_3\uae_3_143.wav,True,male,5
uae_3_144,Emarati,uae_3,Emarati\uae_3\uae_3_144.wav,True,male,5
uae_3_145,Emarati,uae_3,Emarati\uae_3\uae_3_145.wav,True,male,5
uae_3_146,Emarati,uae_3,Emarati\uae_3\uae_3_146.wav,True,male,5
uae_3_147,Emarati,uae_3,Emarati\uae_3\uae_3_147.wav,True,male,5
uae_3_148,Emarati,uae_3,Emarati\uae_3\uae_3_148.wav,True,male,5
uae_3_149,Emarati,uae_3,Emarati\uae_3\uae_3_149.wav,True,male,5
uae_3_15,Emarati,uae_3,Emarati\uae_3\uae_3_15.wav,True,male,5
uae_3_150,Emarati,uae_3,Emarati\uae_3\uae_3_150.wav,True,male,5
uae_3_151,Emarati,uae_3,Emarati\uae_3\uae_3_151.wav,True,male,5
uae_3_152,Emarati,uae_3,Emarati\uae_3\uae_3_152.wav,True,male,5
uae_3_153,Emarati,uae_3,Emarati\uae_3\uae_3_153.wav,True,male,5
uae_3_154,Emarati,uae_3,Emarati\uae_3\uae_3_154.wav,True,male,5
uae_3_155,Emarati,uae_3,Emarati\uae_3\uae_3_155.wav,True,male,5
uae_3_156,Emarati,uae_3,Emarati\uae_3\uae_3_156.wav,True,male,5
uae_3_157,Emarati,uae_3,Emarati\uae_3\uae_3_157.wav,True,male,5
uae_3_158,Emarati,uae_3,Emarati\uae_3\uae_3_158.wav,True,male,5
uae_3_159,Emarati,uae_3,Emarati\uae_3\uae_3_159.wav,True,male,5
uae_3_16,Emarati,uae_3,Emarati\uae_3\uae_3_16.wav,True,male,5
uae_3_160,Emarati,uae_3,Emarati\uae_3\uae_3_160.wav,True,male,5
uae_3_161,Emarati,uae_3,Emarati\uae_3\uae_3_161.wav,True,male,5
uae_3_162,Emarati,uae_3,Emarati\uae_3\uae_3_162.wav,True,male,5
uae_3_163,Emarati,uae_3,Emarati\uae_3\uae_3_163.wav,True,male,5
uae_3_164,Emarati,uae_3,Emarati\uae_3\uae_3_164.wav,True,male,5
uae_3_165,Emarati,uae_3,Emarati\uae_3\uae_3_165.wav,True,male,5
uae_3_166,Emarati,uae_3,Emarati\uae_3\uae_3_166.wav,True,male,5
uae_3_167,Emarati,uae_3,Emarati\uae_3\uae_3_167.wav,True,male,5
uae_3_168,Emarati,uae_3,Emarati\uae_3\uae_3_168.wav,True,male,5
uae_3_169,Emarati,uae_3,Emarati\uae_3\uae_3_169.wav,True,male,5
uae_3_17,Emarati,uae_3,Emarati\uae_3\uae_3_17.wav,True,male,5
uae_3_170,Emarati,uae_3,Emarati\uae_3\uae_3_170.wav,True,male,5
uae_3_171,Emarati,uae_3,Emarati\uae_3\uae_3_171.wav,True,male,5
uae_3_172,Emarati,uae_3,Emarati\uae_3\uae_3_172.wav,True,male,5
uae_3_173,Emarati,uae_3,Emarati\uae_3\uae_3_173.wav,True,male,5
uae_3_174,Emarati,uae_3,Emarati\uae_3\uae_3_174.wav,True,male,5
uae_3_175,Emarati,uae_3,Emarati\uae_3\uae_3_175.wav,True,male,5
uae_3_176,Emarati,uae_3,Emarati\uae_3\uae_3_176.wav,True,male,5
uae_3_177,Emarati,uae_3,Emarati\uae_3\uae_3_177.wav,True,male,5
uae_3_178,Emarati,uae_3,Emarati\uae_3\uae_3_178.wav,True,male,5
uae_3_179,Emarati,uae_3,Emarati\uae_3\uae_3_179.wav,True,male,5
uae_3_18,Emarati,uae_3,Emarati\uae_3\uae_3_18.wav,True,male,5
uae_3_180,Emarati,uae_3,Emarati\uae_3\uae_3_180.wav,True,male,5
uae_3_181,Emarati,uae_3,Emarati\uae_3\uae_3_181.wav,True,male,5
uae_3_182,Emarati,uae_3,Emarati\uae_3\uae_3_182.wav,True,male,5
uae_3_183,Emarati,uae_3,Emarati\uae_3\uae_3_183.wav,True,male,5
uae_3_184,Emarati,uae_3,Emarati\uae_3\uae_3_184.wav,True,male,5
uae_3_185,Emarati,uae_3,Emarati\uae_3\uae_3_185.wav,True,male,5
uae_3_186,Emarati,uae_3,Emarati\uae_3\uae_3_186.wav,True,male,5
uae_3_187,Emarati,uae_3,Emarati\uae_3\uae_3_187.wav,True,male,5
uae_3_188,Emarati,uae_3,Emarati\uae_3\uae_3_188.wav,True,male,5
uae_3_189,Emarati,uae_3,Emarati\uae_3\uae_3_189.wav,True,male,5
uae_3_19,Emarati,uae_3,Emarati\uae_3\uae_3_19.wav,True,male,5
uae_3_190,Emarati,uae_3,Emarati\uae_3\uae_3_190.wav,True,male,5
uae_3_191,Emarati,uae_3,Emarati\uae_3\uae_3_191.wav,True,male,5
uae_3_192,Emarati,uae_3,Emarati\uae_3\uae_3_192.wav,True,male,5
uae_3_193,Emarati,uae_3,Emarati\uae_3\uae_3_193.wav,True,male,5
uae_3_194,Emarati,uae_3,Emarati\uae_3\uae_3_194.wav,True,male,5
uae_3_195,Emarati,uae_3,Emarati\uae_3\uae_3_195.wav,True,male,5
uae_3_196,Emarati,uae_3,Emarati\uae_3\uae_3_196.wav,True,male,5
uae_3_197,Emarati,uae_3,Emarati\uae_3\uae_3_197.wav,True,male,5
uae_3_198,Emarati,uae_3,Emarati\uae_3\uae_3_198.wav,True,male,5
uae_3_199,Emarati,uae_3,Emarati\uae_3\uae_3_199.wav,True,male,5
uae_3_2,Emarati,uae_3,Emarati\uae_3\uae_3_2.wav,True,male,5
uae_3_20,Emarati,uae_3,Emarati\uae_3\uae_3_20.wav,True,male,5
uae_3_200,Emarati,uae_3,Emarati\uae_3\uae_3_200.wav,True,male,5
uae_3_201,Emarati,uae_3,Emarati\uae_3\uae_3_201.wav,True,male,5
uae_3_202,Emarati,uae_3,Emarati\uae_3\uae_3_202.wav,True,male,5
uae_3_203,Emarati,uae_3,Emarati\uae_3\uae_3_203.wav,True,male,5
uae_3_204,Emarati,uae_3,Emarati\uae_3\uae_3_204.wav,True,male,5
uae_3_205,Emarati,uae_3,Emarati\uae_3\uae_3_205.wav,True,male,5
uae_3_206,Emarati,uae_3,Emarati\uae_3\uae_3_206.wav,True,male,5
uae_3_207,Emarati,uae_3,Emarati\uae_3\uae_3_207.wav,True,male,5
uae_3_208,Emarati,uae_3,Emarati\uae_3\uae_3_208.wav,True,male,5
uae_3_209,Emarati,uae_3,Emarati\uae_3\uae_3_209.wav,True,male,5
uae_3_21,Emarati,uae_3,Emarati\uae_3\uae_3_21.wav,True,male,5
uae_3_210,Emarati,uae_3,Emarati\uae_3\uae_3_210.wav,True,male,5
uae_3_211,Emarati,uae_3,Emarati\uae_3\uae_3_211.wav,True,male,5
uae_3_212,Emarati,uae_3,Emarati\uae_3\uae_3_212.wav,True,male,5
uae_3_213,Emarati,uae_3,Emarati\uae_3\uae_3_213.wav,True,male,5
uae_3_214,Emarati,uae_3,Emarati\uae_3\uae_3_214.wav,True,male,5
uae_3_215,Emarati,uae_3,Emarati\uae_3\uae_3_215.wav,True,male,5
uae_3_216,Emarati,uae_3,Emarati\uae_3\uae_3_216.wav,True,male,5
uae_3_217,Emarati,uae_3,Emarati\uae_3\uae_3_217.wav,True,male,5
uae_3_218,Emarati,uae_3,Emarati\uae_3\uae_3_218.wav,True,male,5
uae_3_219,Emarati,uae_3,Emarati\uae_3\uae_3_219.wav,True,male,5
uae_3_22,Emarati,uae_3,Emarati\uae_3\uae_3_22.wav,True,male,5
uae_3_220,Emarati,uae_3,Emarati\uae_3\uae_3_220.wav,True,male,5
uae_3_221,Emarati,uae_3,Emarati\uae_3\uae_3_221.wav,True,male,5
uae_3_222,Emarati,uae_3,Emarati\uae_3\uae_3_222.wav,True,male,5
uae_3_223,Emarati,uae_3,Emarati\uae_3\uae_3_223.wav,True,male,5
uae_3_224,Emarati,uae_3,Emarati\uae_3\uae_3_224.wav,True,male,5
uae_3_225,Emarati,uae_3,Emarati\uae_3\uae_3_225.wav,True,male,5
uae_3_226,Emarati,uae_3,Emarati\uae_3\uae_3_226.wav,True,male,5
uae_3_227,Emarati,uae_3,Emarati\uae_3\uae_3_227.wav,True,male,5
uae_3_228,Emarati,uae_3,Emarati\uae_3\uae_3_228.wav,True,male,5
uae_3_229,Emarati,uae_3,Emarati\uae_3\uae_3_229.wav,True,male,5
uae_3_23,Emarati,uae_3,Emarati\uae_3\uae_3_23.wav,True,male,5
uae_3_230,Emarati,uae_3,Emarati\uae_3\uae_3_230.wav,True,male,5
uae_3_231,Emarati,uae_3,Emarati\uae_3\uae_3_231.wav,True,male,5
uae_3_232,Emarati,uae_3,Emarati\uae_3\uae_3_232.wav,True,male,5
uae_3_233,Emarati,uae_3,Emarati\uae_3\uae_3_233.wav,True,male,5
uae_3_234,Emarati,uae_3,Emarati\uae_3\uae_3_234.wav,True,male,5
uae_3_235,Emarati,uae_3,Emarati\uae_3\uae_3_235.wav,True,male,5
uae_3_236,Emarati,uae_3,Emarati\uae_3\uae_3_236.wav,True,male,5
uae_3_237,Emarati,uae_3,Emarati\uae_3\uae_3_237.wav,True,male,5
uae_3_238,Emarati,uae_3,Emarati\uae_3\uae_3_238.wav,True,male,5
uae_3_239,Emarati,uae_3,Emarati\uae_3\uae_3_239.wav,True,male,5
uae_3_24,Emarati,uae_3,Emarati\uae_3\uae_3_24.wav,True,male,5
uae_3_240,Emarati,uae_3,Emarati\uae_3\uae_3_240.wav,True,male,5
uae_3_241,Emarati,uae_3,Emarati\uae_3\uae_3_241.wav,True,male,5
uae_3_242,Emarati,uae_3,Emarati\uae_3\uae_3_242.wav,True,male,5
uae_3_243,Emarati,uae_3,Emarati\uae_3\uae_3_243.wav,True,male,5
uae_3_244,Emarati,uae_3,Emarati\uae_3\uae_3_244.wav,True,male,5
uae_3_245,Emarati,uae_3,Emarati\uae_3\uae_3_245.wav,True,male,5
uae_3_246,Emarati,uae_3,Emarati\uae_3\uae_3_246.wav,True,male,5
uae_3_247,Emarati,uae_3,Emarati\uae_3\uae_3_247.wav,True,male,5
uae_3_248,Emarati,uae_3,Emarati\uae_3\uae_3_248.wav,True,male,5
uae_3_249,Emarati,uae_3,Emarati\uae_3\uae_3_249.wav,True,male,5
uae_3_25,Emarati,uae_3,Emarati\uae_3\uae_3_25.wav,True,male,5
uae_3_250,Emarati,uae_3,Emarati\uae_3\uae_3_250.wav,True,male,5
uae_3_251,Emarati,uae_3,Emarati\uae_3\uae_3_251.wav,True,male,5
uae_3_252,Emarati,uae_3,Emarati\uae_3\uae_3_252.wav,True,male,5
uae_3_253,Emarati,uae_3,Emarati\uae_3\uae_3_253.wav,True,male,5
uae_3_254,Emarati,uae_3,Emarati\uae_3\uae_3_254.wav,True,male,5
uae_3_255,Emarati,uae_3,Emarati\uae_3\uae_3_255.wav,True,male,5
uae_3_256,Emarati,uae_3,Emarati\uae_3\uae_3_256.wav,True,male,5
uae_3_257,Emarati,uae_3,Emarati\uae_3\uae_3_257.wav,True,male,5
uae_3_258,Emarati,uae_3,Emarati\uae_3\uae_3_258.wav,True,male,5
uae_3_259,Emarati,uae_3,Emarati\uae_3\uae_3_259.wav,True,male,5
uae_3_26,Emarati,uae_3,Emarati\uae_3\uae_3_26.wav,True,male,5
uae_3_260,Emarati,uae_3,Emarati\uae_3\uae_3_260.wav,True,male,5
uae_3_261,Emarati,uae_3,Emarati\uae_3\uae_3_261.wav,True,male,5
uae_3_262,Emarati,uae_3,Emarati\uae_3\uae_3_262.wav,True,male,5
uae_3_263,Emarati,uae_3,Emarati\uae_3\uae_3_263.wav,True,male,5
uae_3_264,Emarati,uae_3,Emarati\uae_3\uae_3_264.wav,True,male,5
uae_3_265,Emarati,uae_3,Emarati\uae_3\uae_3_265.wav,True,male,5
uae_3_266,Emarati,uae_3,Emarati\uae_3\uae_3_266.wav,True,male,5
uae_3_267,Emarati,uae_3,Emarati\uae_3\uae_3_267.wav,True,male,5
uae_3_268,Emarati,uae_3,Emarati\uae_3\uae_3_268.wav,True,male,5
uae_3_269,Emarati,uae_3,Emarati\uae_3\uae_3_269.wav,True,male,5
uae_3_27,Emarati,uae_3,Emarati\uae_3\uae_3_27.wav,True,male,5
uae_3_270,Emarati,uae_3,Emarati\uae_3\uae_3_270.wav,True,male,5
uae_3_271,Emarati,uae_3,Emarati\uae_3\uae_3_271.wav,True,male,5
uae_3_272,Emarati,uae_3,Emarati\uae_3\uae_3_272.wav,True,male,5
